segment_name,confidence_assessment,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_emotion_distribution_%,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise
Ie9cACQnqew_seg014,4.0,0.00872,3e-05,0.01793,1e-05,27.0,sad,"{'happy': 11.1, 'neutral': 33.3, 'sad': 37.0, 'fear': 18.5}",0.0,0.0,18.5,11.1,33.3,37.0,0.0
Ie9cACQnqew_seg015,4.0,0.00938,4e-05,0.0175,1e-05,31.0,sad,"{'sad': 41.9, 'happy': 6.5, 'fear': 19.4, 'neutral': 32.3}",0.0,0.0,19.4,6.5,32.3,41.9,0.0
Ie9cACQnqew_seg016,4.0,0.01117,4e-05,0.01689,1e-05,30.0,fear,"{'fear': 40.0, 'sad': 33.3, 'happy': 20.0, 'neutral': 6.7}",0.0,0.0,40.0,20.0,6.7,33.3,0.0
Ie9cACQnqew_seg017,3.0,0.00901,3e-05,0.01796,1e-05,27.0,neutral,"{'sad': 40.7, 'neutral': 48.1, 'angry': 3.7, 'happy': 7.4}",3.7,0.0,0.0,7.4,48.1,40.7,0.0
Ie9cACQnqew_seg018,2.0,0.01242,4e-05,0.01896,1e-05,31.0,neutral,"{'happy': 12.9, 'neutral': 45.2, 'sad': 32.3, 'fear': 6.5, 'surprise': 3.2}",0.0,0.0,6.5,12.9,45.2,32.3,3.2
Ie9cACQnqew_seg019,3.0,0.01006,4e-05,0.01584,1e-05,30.0,sad,"{'sad': 63.3, 'neutral': 23.3, 'happy': 6.7, 'fear': 6.7}",0.0,0.0,6.7,6.7,23.3,63.3,0.0
Ie9cACQnqew_seg020,3.0,0.00885,3e-05,0.017,1e-05,28.0,sad,"{'sad': 39.3, 'fear': 39.3, 'neutral': 21.4}",0.0,0.0,39.3,0.0,21.4,39.3,0.0
Ie9cACQnqew_seg021,3.0,0.01092,5e-05,0.01979,1e-05,26.0,sad,"{'sad': 46.2, 'neutral': 30.8, 'fear': 7.7, 'happy': 15.4}",0.0,0.0,7.7,15.4,30.8,46.2,0.0
Ie9cACQnqew_seg022,3.0,0.01024,4e-05,0.01817,1e-05,28.0,sad,"{'neutral': 32.1, 'sad': 46.4, 'fear': 3.6, 'happy': 14.3, 'angry': 3.6}",3.6,0.0,3.6,14.3,32.1,46.4,0.0
Ie9cACQnqew_seg023,4.0,0.00866,4e-05,0.01849,0.0,30.0,sad,"{'sad': 50.0, 'fear': 10.0, 'neutral': 20.0, 'happy': 20.0}",0.0,0.0,10.0,20.0,20.0,50.0,0.0
Ie9cACQnqew_seg024,4.0,0.00922,4e-05,0.01909,1e-05,27.0,neutral,"{'neutral': 48.1, 'fear': 11.1, 'sad': 37.0, 'happy': 3.7}",0.0,0.0,11.1,3.7,48.1,37.0,0.0
Ie9cACQnqew_seg025,3.0,0.01016,3e-05,0.01871,1e-05,31.0,sad,"{'fear': 9.7, 'happy': 16.1, 'sad': 38.7, 'neutral': 29.0, 'angry': 6.5}",6.5,0.0,9.7,16.1,29.0,38.7,0.0
Ie9cACQnqew_seg026,3.0,0.00926,3e-05,0.01605,1e-05,29.0,sad,"{'sad': 44.8, 'happy': 17.2, 'neutral': 24.1, 'angry': 3.4, 'fear': 10.3}",3.4,0.0,10.3,17.2,24.1,44.8,0.0
iG9CE55wbtY_seg000,4.0,0.00425,1e-05,0.01831,4e-05,32.0,angry,"{'sad': 31.2, 'happy': 9.4, 'fear': 21.9, 'angry': 37.5}",37.5,0.0,21.9,9.4,0.0,31.2,0.0
iG9CE55wbtY_seg001,4.0,0.00594,1e-05,0.02262,4e-05,36.0,angry,"{'sad': 22.2, 'angry': 44.4, 'fear': 30.6, 'happy': 2.8}",44.4,0.0,30.6,2.8,0.0,22.2,0.0
iG9CE55wbtY_seg002,3.0,0.00377,1e-05,0.0299,6e-05,32.0,sad,"{'sad': 43.8, 'angry': 40.6, 'neutral': 12.5, 'fear': 3.1}",40.6,0.0,3.1,0.0,12.5,43.8,0.0
iG9CE55wbtY_seg003,3.0,0.00356,1e-05,0.03292,5e-05,33.0,angry,"{'happy': 6.1, 'angry': 48.5, 'sad': 36.4, 'neutral': 3.0, 'fear': 6.1}",48.5,0.0,6.1,6.1,3.0,36.4,0.0
iG9CE55wbtY_seg004,3.0,0.00437,1e-05,0.02916,7e-05,31.0,angry,"{'sad': 32.3, 'neutral': 9.7, 'angry': 41.9, 'happy': 12.9, 'fear': 3.2}",41.9,0.0,3.2,12.9,9.7,32.3,0.0
iG9CE55wbtY_seg005,4.0,0.00454,1e-05,0.02675,5e-05,32.0,angry,"{'angry': 43.8, 'fear': 15.6, 'sad': 9.4, 'happy': 28.1, 'neutral': 3.1}",43.8,0.0,15.6,28.1,3.1,9.4,0.0
iG9CE55wbtY_seg006,4.0,0.00938,6e-05,0.02814,8e-05,32.0,angry,"{'happy': 28.1, 'sad': 18.8, 'angry': 37.5, 'fear': 6.2, 'neutral': 9.4}",37.5,0.0,6.2,28.1,9.4,18.8,0.0
iG9CE55wbtY_seg007,3.0,0.01368,5e-05,0.03683,3e-05,32.0,sad,"{'sad': 53.1, 'angry': 31.2, 'fear': 12.5, 'neutral': 3.1}",31.2,0.0,12.5,0.0,3.1,53.1,0.0
iG9CE55wbtY_seg008,3.0,0.01359,9e-05,0.03679,0.00014,38.0,sad,"{'angry': 26.3, 'sad': 36.8, 'fear': 10.5, 'neutral': 7.9, 'happy': 18.4}",26.3,0.0,10.5,18.4,7.9,36.8,0.0
iG9CE55wbtY_seg009,4.0,0.0042,1e-05,0.02846,6e-05,32.0,angry,"{'angry': 40.6, 'sad': 15.6, 'happy': 18.8, 'fear': 18.8, 'neutral': 3.1, 'disgust': 3.1}",40.6,3.1,18.8,18.8,3.1,15.6,0.0
iG9CE55wbtY_seg010,4.0,0.00524,1e-05,0.03262,4e-05,32.0,sad,"{'angry': 25.0, 'sad': 31.2, 'neutral': 6.2, 'happy': 15.6, 'fear': 21.9}",25.0,0.0,21.9,15.6,6.2,31.2,0.0
iG9CE55wbtY_seg011,4.0,0.00484,1e-05,0.03586,4e-05,35.0,angry,"{'sad': 20.0, 'angry': 57.1, 'disgust': 2.9, 'neutral': 2.9, 'happy': 17.1}",57.1,2.9,0.0,17.1,2.9,20.0,0.0
iG9CE55wbtY_seg012,4.0,0.00564,2e-05,0.02888,7e-05,31.0,angry,"{'angry': 61.3, 'sad': 12.9, 'happy': 16.1, 'fear': 9.7}",61.3,0.0,9.7,16.1,0.0,12.9,0.0
iG9CE55wbtY_seg013,3.0,0.00558,2e-05,0.03384,6e-05,38.0,angry,"{'happy': 21.1, 'angry': 52.6, 'fear': 2.6, 'sad': 23.7}",52.6,0.0,2.6,21.1,0.0,23.7,0.0
iG9CE55wbtY_seg014,4.0,0.00514,1e-05,0.02912,6e-05,31.0,angry,"{'angry': 58.1, 'sad': 19.4, 'happy': 9.7, 'fear': 6.5, 'neutral': 6.5}",58.1,0.0,6.5,9.7,6.5,19.4,0.0
iG9CE55wbtY_seg015,4.0,0.00465,1e-05,0.02728,5e-05,31.0,sad,"{'sad': 32.3, 'happy': 9.7, 'angry': 29.0, 'fear': 25.8, 'neutral': 3.2}",29.0,0.0,25.8,9.7,3.2,32.3,0.0
iG9CE55wbtY_seg016,4.0,0.00454,1e-05,0.03617,9e-05,31.0,angry,"{'angry': 67.7, 'happy': 16.1, 'fear': 6.5, 'neutral': 3.2, 'sad': 6.5}",67.7,0.0,6.5,16.1,3.2,6.5,0.0
iG9CE55wbtY_seg017,4.0,0.00414,1e-05,0.0325,5e-05,36.0,angry,"{'sad': 22.2, 'neutral': 5.6, 'angry': 58.3, 'fear': 8.3, 'happy': 5.6}",58.3,0.0,8.3,5.6,5.6,22.2,0.0
iG9CE55wbtY_seg018,4.0,0.00408,1e-05,0.02964,6e-05,32.0,happy,"{'angry': 31.2, 'happy': 37.5, 'sad': 15.6, 'fear': 9.4, 'neutral': 6.2}",31.2,0.0,9.4,37.5,6.2,15.6,0.0
iG9CE55wbtY_seg019,4.0,0.00424,1e-05,0.03932,6e-05,31.0,angry,"{'sad': 35.5, 'happy': 3.2, 'angry': 38.7, 'fear': 19.4, 'neutral': 3.2}",38.7,0.0,19.4,3.2,3.2,35.5,0.0
iG9CE55wbtY_seg020,4.0,0.00576,3e-05,0.04057,4e-05,31.0,fear,"{'fear': 32.3, 'angry': 32.3, 'neutral': 12.9, 'sad': 22.6}",32.3,0.0,32.3,0.0,12.9,22.6,0.0
iG9CE55wbtY_seg021,4.0,0.00475,1e-05,0.03747,3e-05,31.0,sad,"{'neutral': 12.9, 'happy': 19.4, 'sad': 35.5, 'angry': 22.6, 'fear': 9.7}",22.6,0.0,9.7,19.4,12.9,35.5,0.0
iG9CE55wbtY_seg022,4.0,0.01333,0.0001,0.04463,4e-05,32.0,sad,"{'fear': 21.9, 'neutral': 6.2, 'sad': 46.9, 'angry': 25.0}",25.0,0.0,21.9,0.0,6.2,46.9,0.0
iG9CE55wbtY_seg023,4.0,0.01532,6e-05,0.04841,3e-05,33.0,sad,"{'angry': 12.1, 'sad': 72.7, 'fear': 15.2}",12.1,0.0,15.2,0.0,0.0,72.7,0.0
iG9CE55wbtY_seg024,3.0,0.0112,0.0001,0.03249,0.00011,33.0,angry,"{'angry': 48.5, 'neutral': 6.1, 'sad': 30.3, 'fear': 9.1, 'surprise': 3.0, 'happy': 3.0}",48.5,0.0,9.1,3.0,6.1,30.3,3.0
iG9CE55wbtY_seg025,4.0,0.00447,1e-05,0.01807,2e-05,32.0,angry,"{'angry': 37.5, 'fear': 31.2, 'sad': 18.8, 'happy': 9.4, 'neutral': 3.1}",37.5,0.0,31.2,9.4,3.1,18.8,0.0
iG9CE55wbtY_seg026,4.0,0.00291,0.0,0.01895,2e-05,32.0,angry,"{'fear': 21.9, 'sad': 31.2, 'angry': 40.6, 'neutral': 3.1, 'surprise': 3.1}",40.6,0.0,21.9,0.0,3.1,31.2,3.1
iG9CE55wbtY_seg027,4.0,0.00289,1e-05,0.02025,2e-05,31.0,angry,"{'sad': 35.5, 'happy': 6.5, 'fear': 9.7, 'angry': 48.4}",48.4,0.0,9.7,6.5,0.0,35.5,0.0
iG9CE55wbtY_seg028,3.0,0.00528,1e-05,0.02822,9e-05,32.0,angry,"{'fear': 6.2, 'sad': 21.9, 'angry': 56.2, 'neutral': 6.2, 'happy': 9.4}",56.2,0.0,6.2,9.4,6.2,21.9,0.0
iG9CE55wbtY_seg029,4.0,0.00469,1e-05,0.03609,7e-05,31.0,angry,"{'sad': 9.7, 'fear': 19.4, 'angry': 58.1, 'happy': 9.7, 'surprise': 3.2}",58.1,0.0,19.4,9.7,0.0,9.7,3.2
iG9CE55wbtY_seg030,4.0,0.00427,1e-05,0.03261,0.00011,30.0,angry,"{'angry': 40.0, 'fear': 13.3, 'sad': 26.7, 'happy': 16.7, 'neutral': 3.3}",40.0,0.0,13.3,16.7,3.3,26.7,0.0
iG9CE55wbtY_seg031,4.0,0.00904,6e-05,0.03252,8e-05,31.0,angry,"{'angry': 35.5, 'fear': 22.6, 'sad': 22.6, 'happy': 16.1, 'neutral': 3.2}",35.5,0.0,22.6,16.1,3.2,22.6,0.0
iG9CE55wbtY_seg032,4.0,0.00416,1e-05,0.0365,7e-05,32.0,angry,"{'happy': 12.5, 'angry': 46.9, 'sad': 31.2, 'fear': 6.2, 'neutral': 3.1}",46.9,0.0,6.2,12.5,3.1,31.2,0.0
jMVAgCPYYHY_seg000,3.0,0.01061,9e-05,0.02551,0.00014,28.0,neutral,"{'happy': 28.6, 'neutral': 46.4, 'sad': 14.3, 'fear': 7.1, 'angry': 3.6}",3.6,0.0,7.1,28.6,46.4,14.3,0.0
jMVAgCPYYHY_seg001,2.0,0.01255,0.00011,0.02423,5e-05,27.0,sad,"{'neutral': 18.5, 'happy': 22.2, 'angry': 7.4, 'sad': 29.6, 'fear': 22.2}",7.4,0.0,22.2,22.2,18.5,29.6,0.0
jMVAgCPYYHY_seg002,2.0,0.01066,7e-05,0.02408,5e-05,25.0,neutral,"{'neutral': 36.0, 'happy': 24.0, 'fear': 12.0, 'angry': 8.0, 'sad': 20.0}",8.0,0.0,12.0,24.0,36.0,20.0,0.0
jMVAgCPYYHY_seg003,1.0,0.01731,0.00024,0.03121,0.00017,25.0,sad,"{'sad': 36.0, 'neutral': 20.0, 'angry': 12.0, 'fear': 12.0, 'happy': 20.0}",12.0,0.0,12.0,20.0,20.0,36.0,0.0
jMVAgCPYYHY_seg006,2.0,0.01364,0.00012,0.027,9e-05,26.0,happy,"{'angry': 19.2, 'sad': 19.2, 'neutral': 23.1, 'happy': 30.8, 'fear': 7.7}",19.2,0.0,7.7,30.8,23.1,19.2,0.0
jMVAgCPYYHY_seg007,2.0,0.00861,7e-05,0.02238,3e-05,25.0,fear,"{'angry': 12.0, 'fear': 28.0, 'happy': 24.0, 'sad': 16.0, 'neutral': 16.0, 'surprise': 4.0}",12.0,0.0,28.0,24.0,16.0,16.0,4.0
jMVAgCPYYHY_seg008,1.0,0.01118,0.00015,0.02454,8e-05,26.0,sad,"{'sad': 34.6, 'angry': 19.2, 'neutral': 23.1, 'happy': 19.2, 'fear': 3.8}",19.2,0.0,3.8,19.2,23.1,34.6,0.0
jMVAgCPYYHY_seg009,2.0,0.00795,5e-05,0.02111,2e-05,25.0,happy,"{'happy': 32.0, 'sad': 28.0, 'neutral': 28.0, 'angry': 12.0}",12.0,0.0,0.0,32.0,28.0,28.0,0.0
jMVAgCPYYHY_seg010,3.0,0.01875,0.00023,0.03454,0.00012,25.0,neutral,"{'sad': 24.0, 'happy': 8.0, 'fear': 8.0, 'angry': 24.0, 'neutral': 36.0}",24.0,0.0,8.0,8.0,36.0,24.0,0.0
jMVAgCPYYHY_seg011,2.0,0.01619,0.0002,0.03311,0.0001,26.0,happy,"{'happy': 30.8, 'neutral': 23.1, 'fear': 19.2, 'sad': 19.2, 'angry': 7.7}",7.7,0.0,19.2,30.8,23.1,19.2,0.0
jMVAgCPYYHY_seg014,2.0,0.01288,0.00015,0.02832,2e-05,25.0,happy,"{'happy': 28.0, 'sad': 16.0, 'neutral': 8.0, 'angry': 28.0, 'surprise': 4.0, 'fear': 16.0}",28.0,0.0,16.0,28.0,8.0,16.0,4.0
jMVAgCPYYHY_seg015,2.0,0.01522,0.00019,0.02835,0.00012,27.0,neutral,"{'happy': 11.1, 'neutral': 37.0, 'fear': 3.7, 'sad': 33.3, 'disgust': 3.7, 'angry': 11.1}",11.1,3.7,3.7,11.1,37.0,33.3,0.0
jMVAgCPYYHY_seg016,2.0,0.01673,0.00032,0.03186,9e-05,25.0,sad,"{'sad': 24.0, 'neutral': 24.0, 'angry': 24.0, 'fear': 24.0, 'happy': 4.0}",24.0,0.0,24.0,4.0,24.0,24.0,0.0
jQ95xlZeHo8_seg000,3.0,0.0054,1e-05,0.0135,0.0,31.0,neutral,"{'happy': 3.2, 'neutral': 64.5, 'sad': 22.6, 'fear': 9.7}",0.0,0.0,9.7,3.2,64.5,22.6,0.0
jQ95xlZeHo8_seg001,3.0,0.00636,2e-05,0.01466,0.0,34.0,neutral,"{'neutral': 32.4, 'happy': 32.4, 'sad': 32.4, 'fear': 2.9}",0.0,0.0,2.9,32.4,32.4,32.4,0.0
jQ95xlZeHo8_seg002,3.0,0.0068,3e-05,0.01391,0.0,36.0,sad,"{'sad': 41.7, 'angry': 25.0, 'neutral': 8.3, 'happy': 8.3, 'fear': 13.9, 'surprise': 2.8}",25.0,0.0,13.9,8.3,8.3,41.7,2.8
jQ95xlZeHo8_seg003,3.0,0.0,0.0,0.0,0.0,31.0,sad,"{'fear': 25.8, 'sad': 64.5, 'happy': 9.7}",0.0,0.0,25.8,9.7,0.0,64.5,0.0
jQ95xlZeHo8_seg004,3.0,0.00723,2e-05,0.01595,0.0,31.0,sad,"{'happy': 9.7, 'neutral': 38.7, 'sad': 41.9, 'angry': 9.7}",9.7,0.0,0.0,9.7,38.7,41.9,0.0
jQ95xlZeHo8_seg005,2.0,0.00711,5e-05,0.01495,1e-05,31.0,happy,"{'happy': 32.3, 'angry': 3.2, 'neutral': 29.0, 'sad': 25.8, 'fear': 9.7}",3.2,0.0,9.7,32.3,29.0,25.8,0.0
jQ95xlZeHo8_seg006,2.0,0.00299,1e-05,0.0165,0.0,32.0,sad,"{'sad': 53.1, 'happy': 6.2, 'fear': 12.5, 'neutral': 12.5, 'angry': 15.6}",15.6,0.0,12.5,6.2,12.5,53.1,0.0
jQ95xlZeHo8_seg007,3.0,0.0066,3e-05,0.01507,0.0,34.0,angry,"{'sad': 8.8, 'neutral': 8.8, 'angry': 50.0, 'happy': 8.8, 'fear': 23.5}",50.0,0.0,23.5,8.8,8.8,8.8,0.0
jQ95xlZeHo8_seg008,2.0,0.00351,1e-05,0.01706,0.0,33.0,sad,"{'sad': 63.6, 'angry': 27.3, 'surprise': 3.0, 'neutral': 6.1}",27.3,0.0,0.0,0.0,6.1,63.6,3.0
jQ95xlZeHo8_seg009,3.0,0.00522,2e-05,0.01658,0.0,31.0,neutral,"{'sad': 41.9, 'neutral': 45.2, 'happy': 6.5, 'angry': 6.5}",6.5,0.0,0.0,6.5,45.2,41.9,0.0
Ks-_Mh1QhMc_seg000,3.0,0.01942,0.00016,0.02802,2e-05,26.0,fear,"{'sad': 19.2, 'fear': 30.8, 'angry': 11.5, 'neutral': 23.1, 'happy': 15.4}",11.5,0.0,30.8,15.4,23.1,19.2,0.0
Ks-_Mh1QhMc_seg003,1.0,0.01174,4e-05,0.01681,1e-05,27.0,sad,"{'fear': 18.5, 'happy': 33.3, 'sad': 44.4, 'neutral': 3.7}",0.0,0.0,18.5,33.3,3.7,44.4,0.0
Ks-_Mh1QhMc_seg004,3.0,0.01081,3e-05,0.0163,1e-05,27.0,sad,"{'happy': 25.9, 'sad': 33.3, 'fear': 25.9, 'neutral': 7.4, 'angry': 7.4}",7.4,0.0,25.9,25.9,7.4,33.3,0.0
Ks-_Mh1QhMc_seg005,2.0,0.02841,0.00035,0.04106,0.00012,26.0,neutral,"{'neutral': 38.5, 'fear': 15.4, 'angry': 11.5, 'sad': 15.4, 'happy': 15.4, 'surprise': 3.8}",11.5,0.0,15.4,15.4,38.5,15.4,3.8
Ks-_Mh1QhMc_seg006,2.0,0.01094,4e-05,0.01648,0.0,26.0,happy,"{'happy': 34.6, 'sad': 34.6, 'fear': 7.7, 'angry': 11.5, 'neutral': 11.5}",11.5,0.0,7.7,34.6,11.5,34.6,0.0
Ks-_Mh1QhMc_seg009,3.0,0.01122,5e-05,0.01548,1e-05,27.0,angry,"{'angry': 33.3, 'sad': 29.6, 'neutral': 3.7, 'fear': 18.5, 'happy': 14.8}",33.3,0.0,18.5,14.8,3.7,29.6,0.0
Ks-_Mh1QhMc_seg010,2.0,0.01094,4e-05,0.0172,1e-05,27.0,happy,"{'sad': 25.9, 'happy': 29.6, 'fear': 22.2, 'neutral': 18.5, 'angry': 3.7}",3.7,0.0,22.2,29.6,18.5,25.9,0.0
Ks-_Mh1QhMc_seg011,2.0,0.01026,4e-05,0.01682,1e-05,27.0,neutral,"{'happy': 22.2, 'neutral': 29.6, 'fear': 11.1, 'angry': 11.1, 'sad': 25.9}",11.1,0.0,11.1,22.2,29.6,25.9,0.0
Ks-_Mh1QhMc_seg013,1.0,0.02165,0.00029,0.04015,0.00028,27.0,fear,"{'fear': 44.4, 'sad': 22.2, 'happy': 29.6, 'angry': 3.7}",3.7,0.0,44.4,29.6,0.0,22.2,0.0
Ks-_Mh1QhMc_seg014,2.0,0.02115,0.00024,0.04645,5e-05,26.0,sad,"{'neutral': 23.1, 'sad': 30.8, 'fear': 7.7, 'angry': 26.9, 'happy': 11.5}",26.9,0.0,7.7,11.5,23.1,30.8,0.0
Ks-_Mh1QhMc_seg015,1.0,0.02198,0.00025,0.04496,5e-05,28.0,fear,"{'happy': 14.3, 'sad': 32.1, 'fear': 42.9, 'angry': 3.6, 'surprise': 3.6, 'neutral': 3.6}",3.6,0.0,42.9,14.3,3.6,32.1,3.6
Ks-_Mh1QhMc_seg016,3.0,0.01174,5e-05,0.01683,1e-05,27.0,sad,"{'sad': 33.3, 'happy': 22.2, 'fear': 22.2, 'neutral': 11.1, 'angry': 11.1}",11.1,0.0,22.2,22.2,11.1,33.3,0.0
Ks-_Mh1QhMc_seg017,2.0,0.02929,0.0004,0.04624,5e-05,27.0,sad,"{'angry': 3.7, 'sad': 33.3, 'happy': 22.2, 'surprise': 11.1, 'neutral': 18.5, 'fear': 11.1}",3.7,0.0,11.1,22.2,18.5,33.3,11.1
Ks-_Mh1QhMc_seg021,2.0,0.0,0.0,0.0,0.0,27.0,neutral,"{'sad': 7.4, 'happy': 18.5, 'neutral': 48.1, 'fear': 11.1, 'angry': 14.8}",14.8,0.0,11.1,18.5,48.1,7.4,0.0
Ks-_Mh1QhMc_seg022,2.0,0.02135,0.00024,0.04122,5e-05,27.0,angry,"{'angry': 48.1, 'sad': 25.9, 'fear': 7.4, 'happy': 14.8, 'neutral': 3.7}",48.1,0.0,7.4,14.8,3.7,25.9,0.0
Ks-_Mh1QhMc_seg023,2.0,0.02255,0.00023,0.04197,5e-05,27.0,sad,"{'sad': 44.4, 'happy': 14.8, 'fear': 18.5, 'neutral': 22.2}",0.0,0.0,18.5,14.8,22.2,44.4,0.0
Ks-_Mh1QhMc_seg024,2.0,0.00712,1e-05,0.02969,0.00015,27.0,sad,"{'sad': 48.1, 'happy': 3.7, 'neutral': 29.6, 'angry': 11.1, 'fear': 7.4}",11.1,0.0,7.4,3.7,29.6,48.1,0.0
Ks-_Mh1QhMc_seg026,2.0,0.01432,7e-05,0.01653,1e-05,26.0,sad,"{'angry': 7.7, 'sad': 53.8, 'happy': 15.4, 'neutral': 15.4, 'fear': 7.7}",7.7,0.0,7.7,15.4,15.4,53.8,0.0
Ks-_Mh1QhMc_seg027,3.0,0.01256,4e-05,0.01641,1e-05,26.0,sad,"{'sad': 65.4, 'angry': 11.5, 'neutral': 7.7, 'fear': 15.4}",11.5,0.0,15.4,0.0,7.7,65.4,0.0
Ks-_Mh1QhMc_seg028,2.0,0.02251,0.00034,0.03603,0.00017,26.0,sad,"{'happy': 26.9, 'fear': 11.5, 'sad': 34.6, 'angry': 7.7, 'neutral': 15.4, 'surprise': 3.8}",7.7,0.0,11.5,26.9,15.4,34.6,3.8
Ks-_Mh1QhMc_seg029,3.0,0.03238,0.00051,0.05617,7e-05,27.0,sad,"{'happy': 22.2, 'neutral': 22.2, 'sad': 33.3, 'fear': 14.8, 'angry': 3.7, 'surprise': 3.7}",3.7,0.0,14.8,22.2,22.2,33.3,3.7
Ks-_Mh1QhMc_seg030,3.0,0.03692,0.00067,0.05692,0.00011,26.0,neutral,"{'fear': 19.2, 'neutral': 34.6, 'sad': 26.9, 'happy': 15.4, 'surprise': 3.8}",0.0,0.0,19.2,15.4,34.6,26.9,3.8
Ks-_Mh1QhMc_seg031,3.0,0.04541,0.00081,0.05677,7e-05,26.0,fear,"{'neutral': 11.5, 'fear': 57.7, 'happy': 15.4, 'sad': 11.5, 'angry': 3.8}",3.8,0.0,57.7,15.4,11.5,11.5,0.0
Ks-_Mh1QhMc_seg032,0.0,0.0381,0.00061,0.04719,0.00029,26.0,sad,"{'sad': 34.6, 'fear': 23.1, 'happy': 19.2, 'neutral': 19.2, 'surprise': 3.8}",0.0,0.0,23.1,19.2,19.2,34.6,3.8
Ks-_Mh1QhMc_seg033,0.0,0.04753,0.00088,0.05346,9e-05,27.0,happy,"{'happy': 44.4, 'sad': 22.2, 'neutral': 22.2, 'fear': 11.1}",0.0,0.0,11.1,44.4,22.2,22.2,0.0
Ks-_Mh1QhMc_seg035,3.0,0.0364,0.00051,0.0535,6e-05,27.0,sad,"{'sad': 37.0, 'happy': 18.5, 'neutral': 22.2, 'angry': 7.4, 'fear': 14.8}",7.4,0.0,14.8,18.5,22.2,37.0,0.0
ldq6wKtQzU8_seg001,3.0,0.00707,3e-05,0.01706,4e-05,26.0,sad,"{'fear': 23.1, 'sad': 38.5, 'neutral': 26.9, 'angry': 3.8, 'happy': 7.7}",3.8,0.0,23.1,7.7,26.9,38.5,0.0
ldq6wKtQzU8_seg002,2.0,0.00784,5e-05,0.02039,8e-05,26.0,fear,"{'fear': 38.5, 'neutral': 38.5, 'surprise': 3.8, 'happy': 15.4, 'sad': 3.8}",0.0,0.0,38.5,15.4,38.5,3.8,3.8
ldq6wKtQzU8_seg003,3.0,0.0088,5e-05,0.02733,4e-05,30.0,fear,"{'fear': 63.3, 'neutral': 33.3, 'sad': 3.3}",0.0,0.0,63.3,0.0,33.3,3.3,0.0
ldq6wKtQzU8_seg004,4.0,0.00692,3e-05,0.02194,5e-05,26.0,neutral,"{'fear': 34.6, 'neutral': 38.5, 'sad': 23.1, 'surprise': 3.8}",0.0,0.0,34.6,0.0,38.5,23.1,3.8
ldq6wKtQzU8_seg005,3.0,0.00802,3e-05,0.02415,4e-05,25.0,neutral,"{'happy': 12.0, 'surprise': 16.0, 'sad': 8.0, 'fear': 24.0, 'neutral': 40.0}",0.0,0.0,24.0,12.0,40.0,8.0,16.0
ldq6wKtQzU8_seg006,3.0,0.00932,5e-05,0.02301,4e-05,28.0,neutral,"{'fear': 25.0, 'sad': 17.9, 'neutral': 42.9, 'disgust': 3.6, 'surprise': 7.1, 'angry': 3.6}",3.6,3.6,25.0,0.0,42.9,17.9,7.1
ldq6wKtQzU8_seg007,3.0,0.01035,5e-05,0.02444,3e-05,27.0,fear,"{'neutral': 25.9, 'fear': 51.9, 'sad': 18.5, 'happy': 3.7}",0.0,0.0,51.9,3.7,25.9,18.5,0.0
ldq6wKtQzU8_seg008,2.0,0.00789,4e-05,0.02296,4e-05,25.0,fear,"{'fear': 56.0, 'neutral': 20.0, 'sad': 20.0, 'surprise': 4.0}",0.0,0.0,56.0,0.0,20.0,20.0,4.0
ldq6wKtQzU8_seg009,2.0,0.00624,2e-05,0.0264,4e-05,25.0,sad,"{'sad': 40.0, 'fear': 32.0, 'neutral': 16.0, 'happy': 4.0, 'surprise': 8.0}",0.0,0.0,32.0,4.0,16.0,40.0,8.0
ldq6wKtQzU8_seg010,2.0,0.00866,4e-05,0.02241,3e-05,25.0,fear,"{'fear': 40.0, 'neutral': 12.0, 'sad': 40.0, 'happy': 8.0}",0.0,0.0,40.0,8.0,12.0,40.0,0.0
ldq6wKtQzU8_seg012,2.0,0.01024,8e-05,0.02598,4e-05,26.0,fear,"{'sad': 19.2, 'neutral': 30.8, 'fear': 46.2, 'surprise': 3.8}",0.0,0.0,46.2,0.0,30.8,19.2,3.8
nn5k4snG3rA_seg000,3.0,0.00445,1e-05,0.01208,2e-05,31.0,sad,"{'sad': 45.2, 'neutral': 19.4, 'happy': 19.4, 'fear': 9.7, 'surprise': 3.2, 'angry': 3.2}",3.2,0.0,9.7,19.4,19.4,45.2,3.2
nn5k4snG3rA_seg001,4.0,0.00333,1e-05,0.00922,0.0,32.0,neutral,"{'sad': 28.1, 'neutral': 34.4, 'happy': 21.9, 'fear': 15.6}",0.0,0.0,15.6,21.9,34.4,28.1,0.0
nn5k4snG3rA_seg002,3.0,0.00307,1e-05,0.00869,0.0,32.0,sad,"{'sad': 40.6, 'neutral': 18.8, 'surprise': 28.1, 'fear': 9.4, 'happy': 3.1}",0.0,0.0,9.4,3.1,18.8,40.6,28.1
nn5k4snG3rA_seg003,4.0,0.00628,2e-05,0.01536,1e-05,33.0,sad,"{'neutral': 21.2, 'angry': 3.0, 'happy': 30.3, 'sad': 36.4, 'surprise': 3.0, 'fear': 6.1}",3.0,0.0,6.1,30.3,21.2,36.4,3.0
